movie_id,movie_name,year,runtime,genre,rating,description,director
tt1093904,Of the Flesh,2007,,Horror,7.8,"William Patterson is a normal man. That is, until he runs into Ed ""Fast Eddie"" Plunkett at a local bar.",Scott A. Martin
tt0874319,Seth,2006,90 min,"Horror, Thriller",7.8,"Marketing Manager, Bob Wellman, is a bright man who has been selected to lead the sales and marketing team at his company and married to Linda Wellman. Linda Wellman is seven months ...                See full summary »",Corbin Timbrook
tt13600224,Possessão Infernal,2020,89 min,Horror,7.8,"Tony and his friends will set out on a journey through the interior of hell, entitled to horrendous creatures and crazy nightmares that will put them at constant risk of life.",Rafael Cipriani
tt8289960,My Dead Selfie,2018,97 min,Horror,7.8,Add a Plot,Joy Shannon
tt5979778,Diary of a Necromancer,2017,52 min,Horror,7.8,"Asher, a vampiric necromancer, saves a girl being targeted by three cannibalistic witches. The two team up to kill the degenerates not knowing that the witches have chosen Asher as their next target.",Alex DiSanto
tt1313257,Seeking Wellness: Suffering Through Four Movements,2008,91 min,"Drama, Fantasy, Horror",7.8,"'Seeking Wellness' is a collection of four interconnected conceptual video vignettes, exploring ideas related to victimization, recovery and empathy. Each contains a calculated progression or regression of specific visual motifs.",Dan Schneidkraut
tt2190435,The Infected,2011,87 min,Horror,7.8,"A small town becomes infected, leaving a young couple behind. The couple most find a way to save themselves and younger siblings. How long and far can they go before they become one of the infected.",Adam Dunning
tt1163857,Sapi,2007,,"Drama, Horror",7.8,Add a Plot,Arnold Argaño
tt4516376,The Abstract Heart,2015,86 min,"Drama, Horror, Romance",7.8,A lonely guy falls for a girl from the wrong side of the tracks. When she finds herself in trouble with some very bad people he goes to extreme measures to keep her safe.,Nathaniel Davis
tt2217983,The Velvet Elvis,2012,111 min,"Action, Comedy, Fantasy",7.8,A black Elvis impersonator/demon hunter is forced to put down his guitar and pick up his gun when a string of murders threatens to unleash hell on earth.,Jeff Stewart
tt6765234,Evil Is Here,2017,,Horror,7.8,Jenn and Vanessa awaken to find an intruder in their house. They must hide as he begins to stalk them down. It becomes more clear that he might be someone they know.,Jennifer Marie
tt11253200,Kamen Rider Amazons: Awakening,2018,99 min,"Action, Fantasy, Horror",7.8,"Follows a mysterious Amazon hunter named Jin Takayama, the heavily-sheltered Haruka Mizusawa, and the Nozama Pest Control Service, a small group of mercenaries as they hunt down the awakening Amazons.","Hidenori Ishida, 
Osamu Kaneda, 
Ryuta Tasaki"
tt4222078,The Binman,2015,60 min,"Horror, Thriller",7.8,Nick Black is a normal everyday binman. However Nick Black has a dark secret.,Scott Rivers
tt3975342,The Fifth Day,2013,45 min,"Action, Horror, Mystery",7.8,A young woman decides to spend her summer holidays in a countryside village in Portugal but begins to experience terrifying supernatural occurrences leading her to a fight for survival.,Ricardo Bernardino
tt4548754,Nopperabou,2015,50 min,Horror,7.8,Brian and Dave come to the countryside of Japan for an intense year of language study. The teachers warn them not to stay out late as the roads are 'dangerous at night.' Brian finds the ...                See full summary »,Tsubasa Tomori
tt4998626,A House in Your Neighborhood,2020,,Horror,7.8,"Reeling after her grandmother succumbs after a long battle with cancer, 22-year-old Bailey Wallace experiences even more upheaval when she suspects that the house she shared with her ...                See full summary »",Jay Burleson
tt3578576,What Tomorrow Brings,2014,102 min,Horror,7.8,Embark on a cinematic journey to uncover the origins of the zombie virus and the heroes that fought in its undead wake. Follow Ness and Emory on a pathway through purgatory as they struggle to save the world.,Bronson Mosley
tt1545484,The End of Memory,2008,89 min,"Drama, Horror, Mystery",7.8,"An exploration of guilt and regrets, and what they can do to a person if taken too far. Angela Woodsborough seeks out fellow student James when her friend Jeremy goes missing; he was the ...                See full summary »",Benjamin Gruchow
tt2016336,Waterfront Inn,2011,80 min,"Horror, Mystery, Thriller",7.8,Two travel magazine writers meet at a beautiful island resort deep in the south Pacific researching article on a waterfront inn where tourists seem to go missing.,Joe Morford
tt0449514,"Folies passagères, contes trash et sournois",2004,71 min,"Fantasy, Horror",7.8,"Folies passagères: contes trash et sournois aka "" Temporary Madness: Trash and Insidious Tales"" is the first short horror-fantastic films compilation coming from Quebec: All shorts directed...                See full summary »",Izabel Grondin
tt0333241,Cheonnyeon hwansaeng,1996,100 min,"Horror, Thriller",7.8,Add a Plot,Ki-nam Nam
tt5984828,Zero,2006,52 min,"Horror, Thriller",7.8,Add a Plot,Dmitriy Glukhov
tt2215551,Stories of the Paranormal: It Came in the Night,2012,119 min,Horror,7.8,The final episode in the Stories of the Paranormal Anthology. A series of short films leading to the final episode. Demons and Evil spirits attack a number of families without warning. What...                See full summary »,Kelly Weaver
tt2265934,Blood Cousins,2012,84 min,"Comedy, Drama, Horror",7.8,"When the anniversary of their grandmother's death arrives, four cousins who are as close as brothers use it as an opportunity to reconnect on a road trip to the Texas Rio Grande Valley in ...                See full summary »","Regan Arevalos, 
Jess Castro, 
Larry Garza"
tt2215954,75 cl,2012,53 min,"Drama, Horror",7.8,The process of making a wine gains macabre and deadly outlines when the subjects who drink it are sample of a molecular experiment.,Gonçalo Nuno de Souza
tt2290107,Acrylic Midnight,2011,,Horror,7.8,Add a Plot,Joseph Schmalke
tt3419056,Penance,2008,,Horror,7.8,Add a Plot,Kemal Yildirim
tt1505342,Il cadavere di vetro,2009,58 min,"Horror, Thriller",7.8,"An old man decided to die eating himself. Only a young male nurse assists him. The nurse would like to write a book on this experience and, during the time with the old man, he will ...                See full summary »",Massimiliano Maria Palaia
tt0159698,Revelations,1997,,"Drama, Fantasy, Horror",7.8,"The story revolves around 14-year-old Jeremy, a shy boy who writes poetry and songs for his bullyish brother Shane and his band, but receives no credit or money for his efforts. The band is...                See full synopsis »",Timothy Alan Richardson
tt5052448,Get Out,2017,104 min,"Horror, Mystery, Thriller",7.7,"A young African-American visits his white girlfriend's parents for the weekend, where his simmering uneasiness about their reception of him eventually reaches a boiling point.",Jordan Peele
tt0077651,Halloween,1978,91 min,"Horror, Thriller",7.7,"Fifteen years after murdering his sister on Halloween night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",John Carpenter
tt0092991,Evil Dead II,1987,84 min,"Comedy, Horror",7.7,The lone survivor of an onslaught of flesh-possessing spirits holes up in a cabin with a group of strangers while the demons continue their attack.,Sam Raimi
tt10638522,Talk to Me,2022,94 min,"Horror, Thriller",7.7,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.","Danny Philippou, 
Michael Philippou"
tt0049366,Invasion of the Body Snatchers,1956,80 min,"Drama, Horror, Sci-Fi",7.7,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,Don Siegel
tt0019130,The Man Who Laughs,1928,110 min,"Drama, Horror, Mystery",7.7,"When a proud noble refuses to kiss the hand of the despotic King James in 1690, he is cruelly executed and his son surgically disfigured.",Paul Leni
tt2358911,Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,95 min,"Animation, Action, Adventure",7.7,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",Toshiyuki Kubooka
tt23805370,Night Five,2022,100 min,"Drama, Horror, Thriller",7.7,"A young man takes a job at a failing pizzeria in hopes of solving the disappearance of a missing employee. There he's forced to confront his troubled past to not only find the missing worker, but save himself.",Matthew Stacey
tt0122136,Black Cat,1968,99 min,"Drama, Horror",7.7,Two women are raped and killed by samurai soldiers. Soon they reappear as vengeful ghosts who seduce and brutally murder the passing samurai.,Kaneto Shindô
tt0018528,The Unknown,1927,63 min,"Drama, Horror, Romance",7.7,A criminal on the run hides in a circus and seeks to possess the daughter of the ringmaster at any cost.,Tod Browning
tt10266862,Five Nights at Freddy's: Demons of the Past,2020,,"Horror, Mystery, Thriller",7.7,"Eight years after Mike Schmidt ventured out to stop child serial killer, William Afton, his presence has fallen silent, and no one can find him. Since then, Afton's legacy continues to ...                See full summary »","Grey Rich, 
John Raya"
tt10850940,Buzz Cut,2021,102 min,"Comedy, Horror",7.7,"The Hash House Harriers (""a drinking club with a running problem"") encounter a killer Bee Keeper in a crazy Kiwi horror-comedy that is part Animal House and part 80's slasher movie.",Martin Renner
tt23635346,Livescream,2022,77 min,Horror,7.7,A prankster finds himself trapped in a dark room. Things turn bloody when a masked figure gives him instructions to use a torture wall or else his loved ones will suffer.,Perci M. Intalan
tt0482470,Blood + Kisses,2005,80 min,Horror,7.7,A vampire wants to create an army of vampire women.,Gregg R. Simpson
tt0010307,J'accuse!,1919,166 min,"Drama, Horror, War",7.7,"The story of two men, one married, the other the lover of the other's wife, who meet in the trenches of the First World War, and how their tale becomes a microcosm for the horrors of war.",Abel Gance
tt22462104,Punorjonmo 3,2022,86 min,"Horror, Thriller",7.7,"After discovering about Rafsan Haq's sinister side Rokeya is running away from him . On the other hand, Police is desperately trying to encircle Rafsan Haq. What will be his next move?",Vicky Zahed
tt6770142,Follow the Dead,2020,95 min,"Comedy, Drama, Horror",7.7,"As viral videos seem to evidence the fall of Dublin at the hands of the undead, four Millennials in rural Ireland can't discern fake news from real. Has a dependent lifestyle left them too naive to weather their fate?",Adam William Cahill
tt5084196,Kizumonogatari Part 2: Nekketsu,2016,68 min,"Animation, Action, Drama",7.7,"In the spring of his second year of high school, Koyomi Araragi met the beautiful vampire Kiss-shot Acerola-orion Heart-under-blade. Koyomi saved Kiss-shot, who was on the verge of death ...                See full summary »","Tatsuya Oishi, 
Akiyuki Shinbô"
tt14513944,GoodBi,2022,91 min,"Horror, Thriller",7.7,"Goodbi is the disturbing tale of Beth, a young nursing student that finds herself driven to the brink of insanity by the increasing chaos that surrounds her. As she descends into an abyss ...                See full summary »",D.A. Jackson
tt8350100,The Last Frankenstein,2021,,Horror,7.7,"Buried in a dormant life and a dead end relationship, Dr. Jason Frankenstein, the last of his family, finds himself frustratingly approaching the middle of his life with little progress to ...                See full summary »",David Weaver
tt0221322,Kisapmata,1981,90 min,"Crime, Drama, Horror",7.7,A crime-drama-suspense genre film not often seen in Philippine cinema. A controlling patriarch loses it over his daughter's marriage and her attempts to escape from their incestuous household.,Mike De Leon
